Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
cannabis medicine,22,34,90,74,0,https://www.polln.com/,0,0,0,0,228,"7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0",2026-04-06 20:53:03,"Local pack, Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
how long pot in system,14,0,90,60,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,730000000,"64, 50, 50, 64, 50, 50, 50, 50, 35, 50, 100, 50",2026-04-08 13:58:44,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
get pill online,38,38,140,6,4.15,https://www.polln.com/,0,0,0,0.97,193,"66, 100, 28, 28, 17, 43, 35, 28, 53, 66, 0, 2",2026-03-06 07:46:53,"Sitelinks, Video, Related searches",transactional,Organic
buy medical cannabis australia,23,0,50,57,0,https://www.polln.com/,0,0,0,0,31700000,"0, 0, 0, 0, 0, 7, 64, 64, 64, 100, 64, 64",2026-04-26 16:40:35,"Local pack, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
buy medical cannabis australia,89,0,50,57,0,https://www.polln.com/library/how-much-does-medicinal-cannabis-cost-in-australia,0,0,0,0,31700000,"0, 0, 0, 0, 0, 7, 64, 64, 64, 100, 64, 64",2026-04-26 16:40:35,"Local pack, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
sativa effects,41,41,210,40,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,53400000,"80, 100, 100, 80, 80, 80, 53, 65, 65, 65, 53, 53",2026-03-29 00:30:13,"Image pack, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
cannabis prescription nsw,16,17,70,57,0,https://www.polln.com/locations/sydney,0,0,0,0,443000,"5, 5, 11, 52, 41, 52, 64, 52, 41, 41, 41, 41",2026-04-27 00:16:35,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to obtain a medical card,59,0,90,59,34.11,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.41,1310000000,"100, 100, 100, 100, 100, 100, 63, 81, 63, 63, 36, 63",2026-04-27 02:50:03,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
the endocannabinoid system,55,0,210,58,0,https://www.polln.com/library/the-endocannabinoid-system-explained,0,0,0,0,2650000,"44, 29, 44, 36, 44, 36, 36, 19, 23, 19, 15, 12",2026-04-16 15:56:31,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
the endocannabinoid system,81,0,210,58,0,https://www.polln.com/library/the-endocannabinoid-system-explained,0,0,0,0,2650000,"44, 29, 44, 36, 44, 36, 36, 19, 23, 19, 15, 12",2026-04-16 15:56:31,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
cannabis doctor,12,10,170,30,0,https://www.polln.com/,0,0,0,0,223,"43, 43, 43, 43, 43, 43, 53, 53, 81, 81, 81, 43",2026-03-27 16:56:51,"Local pack, Video, Image, Related searches",commercial,Organic
cannabis doctor,48,48,170,30,0,https://www.polln.com/locations/canberra,0,0,0,0,223,"43, 43, 43, 43, 43, 43, 53, 53, 81, 81, 81, 43",2026-03-27 16:56:51,"Local pack, Video, Image, Related searches",commercial,Organic
cannabis doctor,95,48,170,30,0,https://www.polln.com/locations/canberra,0,0,0,0,223,"43, 43, 43, 43, 43, 43, 53, 53, 81, 81, 81, 43",2026-03-27 16:56:51,"Local pack, Video, Image, Related searches",commercial,Organic
how long do scripts last for,31,31,50,6,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.01,126,"71, 57, 71, 71, 71, 71, 100, 71, 71, 71, 71, 57",2026-03-07 16:23:39,"Related searches, AI overview",informational,Organic
price of medical marijuanas,39,39,50,9,20.9,https://www.polln.com/,0,0,0,0.22,45400000,"41, 11, 17, 100, 29, 17, 17, 23, 17, 29, 23, 29",2026-03-20 02:10:05,"Sitelinks, Video, Related searches, AI overview",informational,Organic
where can i get weed,17,17,90,58,0,https://www.polln.com/,0,0,0,0.04,170000000,"19, 9, 9, 15, 19, 12, 12, 12, 12, 9, 12, 12",2026-03-20 06:47:56,"Local pack, Sitelinks, Video, Image, Discussions and forums, AI overview",informational,Organic
where can i get weed,31,17,90,58,0,https://www.polln.com/,0,0,0,0.04,170000000,"19, 9, 9, 15, 19, 12, 12, 12, 12, 9, 12, 12",2026-03-20 06:47:56,"Local pack, Sitelinks, Video, Image, Discussions and forums, AI overview",informational,Organic
online doctor prescriptions,44,0,480,44,0,https://www.polln.com/,0,0,0,0,146,"66, 54, 66, 66, 66, 66, 81, 66, 54, 23, 66, 100",2026-04-03 09:24:01,"Video, Related searches","commercial, informational",Organic
online doctor prescriptions,58,0,480,44,0,https://www.polln.com/,0,0,0,0,146,"66, 54, 66, 66, 66, 66, 81, 66, 54, 23, 66, 100",2026-04-03 09:24:01,"Video, Related searches","commercial, informational",Organic
cannabis clinics,1,1,50,43,0,https://www.polln.com/,0,0,0,0,134,"55, 33, 33, 44, 55, 55, 100, 55, 55, 44, 44, 33",2026-03-15 13:52:11,"Local pack, Video, Image, Related searches, AI overview",commercial,AI overview
marijuanas prescription,91,0,590,55,55.11,https://www.polln.com/locations/perth,0,0,0,0.22,118000000,"100, 39, 32, 72, 100, 72, 72, 59, 59, 48, 48, 59",2026-04-25 22:57:04,"Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
medicinal cannabis gold coast,24,0,70,5,0,https://www.polln.com/,0,0,0,0,3940000,"50, 14, 28, 21, 28, 21, 64, 78, 78, 78, 64, 78",2026-04-13 12:48:25,"Knowledge panel, Video, People also ask, Related searches, AI overview",informational,Organic
how to get weed,8,26,140,55,0,https://www.polln.com/,0,0,0,0,117,"82, 64, 82, 82, 64, 82, 82, 82, 64, 64, 64, 64",2026-04-07 20:27:25,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
how to get weed,15,26,140,55,0,https://www.polln.com/,0,0,0,0,117,"82, 64, 82, 82, 64, 82, 82, 82, 64, 64, 64, 64",2026-04-07 20:27:25,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
how to get weed,28,26,140,55,0,https://www.polln.com/,0,0,0,0,117,"82, 64, 82, 82, 64, 82, 82, 82, 64, 64, 64, 64",2026-04-07 20:27:25,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
integrative doctor brisbane,53,53,140,14,0.76,https://www.polln.com/,0,0,0,0.42,0,"35, 35, 28, 35, 28, 28, 35, 43, 43, 43, 35, 28",2026-03-11 03:34:36,"Local pack, Related searches",commercial,Organic
how long does pot stay in urine,17,17,260,59,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,140,"66, 81, 28, 28, 35, 44, 44, 28, 35, 54, 44, 35",2026-03-06 03:18:47,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
personal medication,38,38,110,35,0,https://www.polln.com/,0,0,0,0,153,"52, 52, 80, 100, 66, 66, 52, 80, 23, 33, 33, 19",2026-03-28 23:58:43,"Sitelinks, Video, Related searches, AI overview",informational,Organic
sativa meaning,15,10,260,57,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,144,"65, 53, 53, 81, 81, 53, 81, 65, 65, 81, 81, 100",2026-04-04 04:09:19,"Instant answer, Image pack, Video, Related searches, Short videos, AI overview",informational,Organic
sativa meaning,22,10,260,57,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,144,"65, 53, 53, 81, 81, 53, 81, 65, 65, 81, 81, 100",2026-04-04 04:09:19,"Instant answer, Image pack, Video, Related searches, Short videos, AI overview",informational,Organic
prescription for medical marijuanas,18,18,50,58,61.7,https://www.polln.com/,0,0,0,0.76,0,"11, 11, 17, 11, 29, 11, 41, 52, 41, 52, 52, 52",2026-03-19 09:08:29,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
prescription for medical marijuanas,67,67,50,58,61.7,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.76,0,"11, 11, 17, 11, 29, 11, 41, 52, 41, 52, 52, 52",2026-03-19 09:08:29,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
prescription for medical marijuanas,77,67,50,58,61.7,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.76,0,"11, 11, 17, 11, 29, 11, 41, 52, 41, 52, 52, 52",2026-03-19 09:08:29,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
alternative practitioners near me,39,48,320,48,1.56,https://www.polln.com/,0,0,0,0.6,98,"81, 66, 54, 81, 66, 44, 23, 54, 100, 54, 54, 44",2026-04-08 11:51:10,"Local pack, People also ask, Related searches, AI overview","informational, transactional",Organic
alternative practitioners near me,86,48,320,48,1.56,https://www.polln.com/,0,0,0,0.6,98,"81, 66, 54, 81, 66, 44, 23, 54, 100, 54, 54, 44",2026-04-08 11:51:10,"Local pack, People also ask, Related searches, AI overview","informational, transactional",Organic
cbd capsules australia,53,0,140,10,0,https://www.polln.com/,0,0,0,0,2610000,"21, 15, 21, 21, 28, 21, 53, 53, 53, 65, 100, 53",2026-04-02 04:07:12,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
where to buy weed in sydney,33,33,90,30,0,https://www.polln.com/,0,0,0,0,0,"82, 82, 41, 52, 41, 41, 64, 41, 64, 52, 41, 52",2026-03-18 22:07:23,"Local pack, Sitelinks, Video, Image, Related searches",transactional,Organic
paid medical research studies near me,80,80,70,43,1.31,https://www.polln.com/,0,0,0,0.56,313000000,"42, 42, 26, 34, 34, 26, 26, 26, 26, 26, 19, 19",2026-03-30 06:06:57,"Knowledge panel, Video, Related searches, AI overview","informational, transactional",Organic
paid medical research studies near me,81,80,70,43,1.31,https://www.polln.com/,0,0,0,0.56,313000000,"42, 42, 26, 34, 34, 26, 26, 26, 26, 26, 19, 19",2026-03-30 06:06:57,"Knowledge panel, Video, Related searches, AI overview","informational, transactional",Organic
what's the difference between sativa and indica,1,1,90,69,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,22300000,"34, 100, 19, 19, 19, 26, 34, 34, 34, 42, 34, 0",2026-03-23 21:57:56,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,AI overview
what's the difference between indica and sativa,21,13,110,65,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,135,"64, 29, 64, 82, 64, 64, 100, 100, 0, 64, 52, 82",2026-04-19 21:33:00,"Image pack, Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
online cbd prescription,89,89,90,50,20.86,https://www.polln.com/locations/sydney,0,0,0,0.88,0,"64, 50, 50, 50, 50, 64, 78, 64, 64, 78, 100, 64",2026-03-18 14:03:38,"Video, Related searches",commercial,Organic
online cbd prescription,94,94,90,50,20.86,https://www.polln.com/locations/adelaide,0,0,0,0.88,0,"64, 50, 50, 50, 50, 64, 78, 64, 64, 78, 100, 64",2026-03-18 14:03:38,"Video, Related searches",commercial,Organic
get a script,47,59,140,40,3.14,https://www.polln.com/,0,0,0,0.84,744000000,"43, 43, 34, 34, 28, 34, 65, 53, 53, 100, 28, 34",2026-04-03 18:07:41,"Video, Related searches",transactional,Organic
get a script,53,59,140,40,3.14,https://www.polln.com/,0,0,0,0.84,744000000,"43, 43, 34, 34, 28, 34, 65, 53, 53, 100, 28, 34",2026-04-03 18:07:41,"Video, Related searches",transactional,Organic
how long does script last,90,0,140,7,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.01,669000000,"9, 9, 9, 9, 15, 12, 12, 9, 100, 100, 100, 81",2026-04-11 11:14:10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how long does script last,91,0,140,7,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.01,669000000,"9, 9, 9, 9, 15, 12, 12, 9, 100, 100, 100, 81",2026-04-11 11:14:10,"Sitelinks, Video, Related searches, AI overview",informational,Organic
medicinal cannabis script,51,51,90,56,0,https://www.polln.com/locations/brisbane,0,0,0,0,0,"100, 18, 100, 100, 81, 63, 100, 63, 81, 100, 63, 63",2026-03-15 11:59:05,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to get weed prescription,40,40,50,55,44.78,https://www.polln.com/locations/adelaide,0,0,0,0.58,142,"34, 19, 7, 26, 100, 11, 7, 7, 15, 15, 7, 11",2026-03-15 21:31:51,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
medical marijuana prescription online,49,0,50,,0,https://www.polln.com/locations/melbourne,0,0,0,0,207,"7, 7, 14, 7, 14, 14, 100, 100, 64, 35, 50, 14",2026-04-14 07:34:57,"Video, People also ask, Related searches",commercial,Organic
medical marijuana prescription online,77,0,50,,0,https://www.polln.com/locations/perth,0,0,0,0,207,"7, 7, 14, 7, 14, 14, 100, 100, 64, 35, 50, 14",2026-04-14 07:34:57,"Video, People also ask, Related searches",commercial,Organic
medical marijuana prescription online,93,0,50,,0,https://www.polln.com/locations/adelaide,0,0,0,0,207,"7, 7, 14, 7, 14, 14, 100, 100, 64, 35, 50, 14",2026-04-14 07:34:57,"Video, People also ask, Related searches",commercial,Organic
difference between indica sativa,20,13,720,60,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,20500000,"45, 20, 24, 100, 100, 100, 24, 67, 8, 8, 76, 100",2026-04-21 01:28:23,"Image pack, Sitelinks, Video, Video Carousel, Short videos, Discussions and forums, AI overview",informational,Organic
pharmacies australia,98,98,70,72,0.57,https://www.polln.com/,0,0,0,0.31,58000000,"15, 3, 3, 23, 3, 2, 3, 19, 3, 3, 2, 4",2026-03-19 23:07:53,"Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
can you take medication on plane,36,36,110,33,0,https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,0,0,0,117000000,"78, 78, 78, 78, 78, 78, 78, 78, 64, 100, 78, 64",2026-03-06 03:00:18,"Video, Related searches, AI overview",informational,Organic
can you take medication on plane,72,36,110,33,0,https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,0,0,0,117000000,"78, 78, 78, 78, 78, 78, 78, 78, 64, 100, 78, 64",2026-03-06 03:00:18,"Video, Related searches, AI overview",informational,Organic
how can i get my medical card,83,0,90,58,34.11,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.41,1540000000,"100, 100, 100, 100, 100, 100, 63, 81, 63, 63, 9, 63",2026-04-27 04:43:36,"Video, People also ask, Related searches, AI overview",informational,Organic
goulds hobart,58,59,480,26,2.23,https://www.polln.com/locations/hobart,0,0,0,0.04,109000,"54, 0, 54, 54, 67, 67, 54, 81, 67, 67, 54, 54",2026-04-18 11:55:49,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",navigational,Organic
how long does weed stay on your tongue,26,26,140,38,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,13800000,"28, 53, 100, 43, 17, 43, 43, 23, 12, 12, 12, 17",2026-03-31 07:04:17,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical cannabis vic,25,0,50,39,0,https://www.polln.com/locations/melbourne,0,0,0,0,1430000,"0, 0, 0, 0, 0, 9, 100, 63, 63, 81, 100, 100",2026-04-29 14:57:27,"Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medicinal cannabis pharmacy,77,0,70,45,6.72,https://www.polln.com/locations/perth,0,0,0,0.06,39000000,"41, 11, 11, 11, 41, 23, 100, 82, 64, 52, 64, 17",2026-04-28 05:23:48,"Local pack, Video, People also ask, Related searches",commercial,Organic
what is a terpenes,28,0,170,56,0,https://www.polln.com/library/everything-you-need-to-know-about-cannabis-terpenes,0,0,0,0,7100000,"34, 28, 43, 43, 100, 53, 53, 53, 53, 65, 43, 43",2026-04-10 09:50:22,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
medical cannabis doctors,16,0,70,38,0,https://www.polln.com/,0,0,0,0,109000000,"26, 19, 15, 19, 15, 15, 26, 42, 34, 26, 26, 26",2026-04-25 01:27:10,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
alice springs doctor,96,96,110,18,3.13,https://www.polln.com/locations/alice-springs,0,0,0,0.3,5810000,"23, 52, 100, 23, 42, 66, 100, 80, 52, 52, 80, 42",2026-03-30 04:00:40,"Local pack, Video, Image, Related searches",commercial,Organic
how to get prescribed weed,37,0,170,63,44.78,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.58,49900000,"7, 100, 65, 100, 26, 65, 42, 100, 34, 65, 80, 80",2026-04-29 02:45:55,"Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
delivery of prescriptions,20,20,210,22,0.78,https://www.polln.com/,0,0,0,0.6,126,"0, 13, 16, 13, 16, 16, 16, 20, 16, 20, 16, 24",2026-03-08 21:53:12,"Video, Related searches, AI overview",informational,Organic
how can i get medical weed,66,0,390,58,35.15,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.4,74000000,"66, 54, 44, 100, 81, 66, 19, 44, 81, 54, 44, 44",2026-04-04 16:45:26,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how can i get medical weed,93,0,390,58,35.15,https://www.polln.com/locations/brisbane,0,0,0,0.4,74000000,"66, 54, 44, 100, 81, 66, 19, 44, 81, 54, 44, 44",2026-04-04 16:45:26,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical marijuana doctor,1,0,140,25,0,https://www.polln.com/,0,0,0,0,65500000,"29, 29, 29, 29, 29, 29, 29, 22, 29, 29, 29, 29",2026-04-04 02:15:22,"Video, Image, Related searches, AI overview",informational,AI overview
medical marijuana doctor,51,25,140,25,0,https://www.polln.com/practitioners/dr-joel-wren,0,0,0,0,65500000,"29, 29, 29, 29, 29, 29, 29, 22, 29, 29, 29, 29",2026-04-04 02:15:22,"Video, Image, Related searches, AI overview",informational,Organic
medical marijuana doctor,63,0,140,25,0,https://www.polln.com/locations/sunshine-coast,0,0,0,0,65500000,"29, 29, 29, 29, 29, 29, 29, 22, 29, 29, 29, 29",2026-04-04 02:15:22,"Video, Image, Related searches, AI overview",informational,Organic
med dispensary,44,44,90,55,60.9,https://www.polln.com/locations/perth,0,0,0,0.08,11100000,"33, 33, 52, 52, 42, 33, 33, 42, 100, 52, 42, 42",2026-03-23 16:56:02,"Local pack, Image, Related searches",commercial,Organic
aus canna,24,24,140,65,0,https://www.polln.com/,0,0,0,0.3,96300000,"48, 17, 88, 2, 0, 2, 2, 2, 2, 2, 2, 2",2026-03-21 00:43:21,"Video, Image, Video Carousel, People also ask, Related searches, See results about, AI overview",informational,Organic
cbd vape prescription australia,70,0,210,60,0,https://www.polln.com/library/ultimate-guide-to-vaping-medicinal-cannabis,0,0,0,0,102000,"100, 65, 65, 65, 65, 80, 80, 100, 65, 80, 80, 53",2026-04-22 17:19:05,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical cannibis,77,0,320,72,0,https://www.polln.com/,0,0,0,0,112000000,"2, 16, 30, 7, 36, 5, 10, 10, 10, 13, 5, 5",2026-04-25 12:03:06,"Top stories, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
what is the difference between indica and sativa weed,18,8,110,64,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,132,"78, 35, 35, 78, 64, 64, 78, 100, 78, 64, 64, 64",2026-04-16 10:00:04,"Image pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
pharmacy refill,32,0,90,33,3.09,https://www.polln.com/,0,0,0,0.81,78600000,"78, 14, 14, 78, 14, 78, 78, 78, 100, 50, 50, 64",2026-04-03 08:02:42,"Sitelinks, Video, Related searches, AI overview",informational,Organic
pharmacy refill,59,0,90,33,3.09,https://www.polln.com/,0,0,0,0.81,78600000,"78, 14, 14, 78, 14, 78, 78, 78, 100, 50, 50, 64",2026-04-03 08:02:42,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how long does cannabis take to wear off,17,17,210,41,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,160,"80, 80, 42, 100, 100, 100, 53, 100, 100, 100, 80, 53",2026-03-13 11:04:33,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
how long does cannabis take to wear off,23,17,210,41,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,160,"80, 80, 42, 100, 100, 100, 53, 100, 100, 100, 80, 53",2026-03-13 11:04:33,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
prescription medical cannabis,49,0,70,56,0,https://www.polln.com/locations/perth,0,0,0,0.33,212,"7, 7, 7, 7, 7, 7, 26, 100, 42, 26, 34, 42",2026-04-21 02:36:17,"Video, Video Carousel, Related searches, AI overview",informational,Organic
dr joel wren,11,11,70,9,3.05,https://www.polln.com/our-doctors,0,0,0,0.05,1250000,"41, 11, 100, 11, 64, 64, 11, 11, 64, 64, 11, 11",2026-03-30 09:53:25,"Image pack, Video, Related searches",informational,Organic
dr joel wren,14,14,70,9,3.05,https://www.polln.com/locations/adelaide,0,0,0,0.05,1250000,"41, 11, 100, 11, 64, 64, 11, 11, 64, 64, 11, 11",2026-03-30 09:53:25,"Image pack, Video, Related searches",informational,Organic
dr joel wren,28,14,70,9,3.05,https://www.polln.com/locations/adelaide,0,0,0,0.05,1250000,"41, 11, 100, 11, 64, 64, 11, 11, 64, 64, 11, 11",2026-03-30 09:53:25,"Image pack, Video, Related searches",informational,Organic
dr joel wren,38,14,70,9,3.05,https://www.polln.com/locations/adelaide,0,0,0,0.05,1250000,"41, 11, 100, 11, 64, 64, 11, 11, 64, 64, 11, 11",2026-03-30 09:53:25,"Image pack, Video, Related searches",informational,Organic
cbd oul,53,31,50,66,0,https://www.polln.com/library/cbd-oil-explained,0,0,0,0,280000000,"6, 9, 1, 4, 12, 9, 9, 6, 6, 12, 6, 9",2026-04-25 11:41:27,"Local pack, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how long are prescriptions good for,34,34,260,22,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.01,52000000,"100, 81, 43, 43, 54, 29, 18, 66, 18, 29, 81, 81",2026-03-27 12:37:04,"Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
how long are prescriptions good for,91,34,260,22,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.01,52000000,"100, 81, 43, 43, 54, 29, 18, 66, 18, 29, 81, 81",2026-03-27 12:37:04,"Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
cannabis how long in system,14,14,90,61,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,109000000,"64, 50, 50, 64, 50, 50, 50, 50, 35, 50, 100, 50",2026-03-14 23:53:05,"Video, Discussions and forums, AI overview",informational,Organic
how long does marijuana stay in urine,27,13,110,54,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,120,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",2026-04-22 00:01:11,"Video, People also ask, Short videos, Discussions and forums, AI overview",informational,Organic
how long cannabis in urine,21,21,70,42,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,0,"63, 63, 81, 63, 63, 63, 45, 63, 45, 63, 81, 63",2026-03-17 12:05:27,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
how long does weed stay in your urine for,27,0,90,59,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,134,"100, 50, 50, 64, 64, 78, 50, 64, 64, 64, 64, 50",2026-04-24 10:33:23,"Video, People also ask, Discussions and forums, AI overview",informational,Organic
terpins,45,0,70,46,0.81,https://www.polln.com/library/everything-you-need-to-know-about-cannabis-terpenes,0,0,0,0.31,190,"0, 2, 0, 2, 0, 100, 29, 0, 10, 8, 0, 0",2026-04-18 09:57:23,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
terpins,63,0,70,46,0.81,https://www.polln.com/library/everything-you-need-to-know-about-cannabis-terpenes,0,0,0,0.31,190,"0, 2, 0, 2, 0, 100, 29, 0, 10, 8, 0, 0",2026-04-18 09:57:23,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
difference between sativa and indica plants,17,8,320,66,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,11800000,"100, 29, 66, 66, 66, 54, 23, 12, 54, 44, 23, 44",2026-04-06 02:10:23,"Image pack, Sitelinks, Video, Image, Related searches, Short videos, AI overview",informational,Organic
difference between sativa and indica plants,19,8,320,66,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,11800000,"100, 29, 66, 66, 66, 54, 23, 12, 54, 44, 23, 44",2026-04-06 02:10:23,"Image pack, Sitelinks, Video, Image, Related searches, Short videos, AI overview",informational,Organic
medicine on plane,67,67,50,25,0,https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,0,0,0.33,0,"7, 19, 19, 26, 26, 7, 42, 7, 7, 7, 42, 7",2026-03-10 22:52:01,"Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
cannabis prescription australia,19,0,110,47,0,https://www.polln.com/,0,0,0,0.33,7510000,"52, 41, 41, 41, 52, 41, 100, 100, 82, 64, 82, 41",2026-04-25 02:54:42,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
cbd hemp oil,74,0,140,72,0,https://www.polln.com/library/cbd-oil-explained,0,0,0,0,28100000,"23, 23, 23, 23, 23, 3, 23, 23, 23, 15, 15, 18",2026-04-10 05:59:01,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
medical cannabis doctor,10,10,90,43,0,https://www.polln.com/,0,0,0,0,81000000,"29, 17, 23, 17, 11, 17, 64, 64, 82, 100, 100, 100",2026-03-21 12:46:35,"Local pack, Video, Image, Related searches",commercial,Organic
medical cannabis doctor,66,66,90,43,0,https://www.polln.com/locations/canberra,0,0,0,0,81000000,"29, 17, 23, 17, 11, 17, 64, 64, 82, 100, 100, 100",2026-03-21 12:46:35,"Local pack, Video, Image, Related searches",commercial,Organic
medical cannabis doctor,77,77,90,43,0,https://www.polln.com/practitioners/dr-joel-wren,0,0,0,0,81000000,"29, 17, 23, 17, 11, 17, 64, 64, 82, 100, 100, 100",2026-03-21 12:46:35,"Local pack, Video, Image, Related searches",commercial,Organic
how long does weed stay your system,26,31,1000,55,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,158000000,"36, 20, 20, 24, 27, 24, 24, 24, 27, 27, 27, 27",2026-04-08 08:10:04,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
medical cannabis qld,31,25,140,55,0,https://www.polln.com/,0,0,0,0,812000,"21, 15, 15, 15, 12, 12, 81, 65, 65, 65, 81, 53",2026-04-03 03:00:12,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
