Topic,Subtopic,Keyword,Traffic,Volume,KD,Keyword Intents,Position,Position Type,URL
Pain and Symptom Management,holistic healing for anxiety,holistic healing for anxiety,1,590,50,informational,14,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,natural treatment for anxiety,0,70,63,informational,39,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,anxiety natural remedies,0,50,54,informational,44,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,anxiety herbs treatment,0,90,58,informational,29,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,alternative medicine for anxiety,0,320,64,informational,16,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,holistic treatment anxiety,0,260,60,informational,16,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,best natural anxiety,0,70,59,"commercial, informational",86,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,natural medicine for anxiety,0,390,60,informational,67,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,natural anxiety relief,0,320,64,informational,46,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,holistic healing for anxiety,ways to ease anxiety naturally,0,40,71,informational,71,Organic,https://herbly.com.au/blogs/news/holistic-treatment-for-anxiety-exploring-alternative-medicine-and-natural-therapies-in-australia
Pain and Symptom Management,period pain remedies,period pain remedies,1,720,80,informational,22,Organic,https://herbly.com.au/blogs/women-s-health/top-7-period-pain-remedies-and-the-role-of-cbd-thc
Pain and Symptom Management,period pain remedies,natural ways to cure menstrual cramps,0,70,67,"commercial, informational",38,Organic,https://herbly.com.au/blogs/women-s-health/top-7-period-pain-remedies-and-the-role-of-cbd-thc
Pain and Symptom Management,how to cure period pain naturally,how to cure period pain naturally,0,90,64,informational,43,Organic,https://herbly.com.au/blogs/women-s-health/cbd-and-thc-for-period-pain-natural-ways-to-relieve-menstrual-cramps
Pain and Symptom Management,how to cure period pain naturally,relieve menstrual cramps,0,90,72,informational,39,Organic,https://herbly.com.au/blogs/women-s-health/cbd-and-thc-for-period-pain-natural-ways-to-relieve-menstrual-cramps
Pain and Symptom Management,how to cure period pain naturally,natural menstrual cramp relief,0,170,72,informational,93,Organic,https://herbly.com.au/blogs/women-s-health/cbd-and-thc-for-period-pain-natural-ways-to-relieve-menstrual-cramps
Pain and Symptom Management,how to cure period pain naturally,natural ways to cure menstrual cramps,0,70,67,"commercial, informational",79,Organic,https://herbly.com.au/blogs/women-s-health/cbd-and-thc-for-period-pain-natural-ways-to-relieve-menstrual-cramps
Pain and Symptom Management,how to cure period pain naturally,how to cure period pains naturally,0,140,52,informational,48,Organic,https://herbly.com.au/blogs/women-s-health/cbd-and-thc-for-period-pain-natural-ways-to-relieve-menstrual-cramps
Pain and Symptom Management,how to cure period pain naturally,how to relieve menstrual cramps naturally,0,90,64,informational,95,Organic,https://herbly.com.au/blogs/women-s-health/cbd-and-thc-for-period-pain-natural-ways-to-relieve-menstrual-cramps
Pain and Symptom Management,diabetic nerve pain,diabetic nerve pain,0,110,63,informational,33,Organic,https://herbly.com.au/blogs/news/diabetic-nerve-pain-comprehensive-therapies-and-treatment-options
Pain and Symptom Management,diabetic nerve pain,treatments of diabetic neuropathy,0,70,59,informational,63,Organic,https://herbly.com.au/blogs/news/diabetic-nerve-pain-comprehensive-therapies-and-treatment-options
Pain and Symptom Management,diabetic nerve pain,alternative medicine for nerve pain sydney,0,50,0,informational,55,Organic,https://herbly.com.au/blogs/news/diabetic-nerve-pain-comprehensive-therapies-and-treatment-options
Pain and Symptom Management,diabetic nerve pain,diabetic neuropathy treatment,0,210,63,informational,44,Organic,https://herbly.com.au/blogs/news/diabetic-nerve-pain-comprehensive-therapies-and-treatment-options
Pain and Symptom Management,diabetic nerve pain,diabetic neuropathy treatments,0,70,40,informational,37,Organic,https://herbly.com.au/blogs/news/diabetic-nerve-pain-comprehensive-therapies-and-treatment-options
Pain and Symptom Management,alternative pain management,alternative pain management,0,50,-1,informational,18,Organic,https://herbly.com.au/blogs/latest-medical-articles/is-alternative-medicine-right-for-chronic-pain
Pain and Symptom Management,chronic insomnia,chronic insomnia,0,320,70,informational,30,Organic,https://herbly.com.au/blogs/news/chronic-insomnia-causes-and-symptoms
Pain and Symptom Management,depression and natural cures,depression and natural cures,0,50,56,informational,59,Organic,https://herbly.com.au/blogs/news/natural-treatments-for-depression
Pain and Symptom Management,depression and natural cures,natural mood stabilisers,0,70,51,informational,82,Organic,https://herbly.com.au/blogs/news/natural-treatments-for-depression
Pain and Symptom Management,depression and natural cures,natural depression remedies,0,70,57,informational,68,Organic,https://herbly.com.au/blogs/news/natural-treatments-for-depression
Pain and Symptom Management,depression and natural cures,natural antidepressants,0,480,53,informational,57,Organic,https://herbly.com.au/blogs/news/natural-treatments-for-depression
Pain and Symptom Management,depression and natural cures,natural treatment for depression,0,140,57,informational,68,Organic,https://herbly.com.au/blogs/news/natural-treatments-for-depression
Pain and Symptom Management,depression and natural cures,manic depression natural treatment,0,50,43,informational,97,Organic,https://herbly.com.au/blogs/news/natural-treatments-for-depression
Pain and Symptom Management,depression and natural cures,depression relief natural,0,140,61,informational,36,Organic,https://herbly.com.au/blogs/news/natural-treatments-for-depression
Pain and Symptom Management,depression and natural cures,natural antidepressant,0,110,56,informational,60,Organic,https://herbly.com.au/blogs/news/natural-treatments-for-depression
Pain and Symptom Management,endometriosis relief naturally,endometriosis relief naturally,0,210,14,informational,35,Organic,https://herbly.com.au/blogs/news/natural-remedies-for-endometriosis
Pain and Symptom Management,insomnia difficulty sleeping,insomnia difficulty sleeping,0,8100,77,informational,90,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,sleep onset insomnia,0,90,58,informational,46,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,extreme insomnia,0,90,72,informational,50,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,sleep problems,0,320,58,informational,86,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,difficulty falling asleep,0,110,79,informational,56,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,problem to sleep,0,110,76,informational,41,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,sleep insomnia,0,1000,69,informational,89,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,difficult to sleep,0,140,87,informational,69,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,sleep disorders and insomnia,0,6600,72,informational,47,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,insomnia difficulty sleeping,trouble in sleeping,0,90,92,informational,60,Organic,https://herbly.com.au/blogs/news/understanding-insomnia-the-hidden-struggles-of-sleep
Pain and Symptom Management,how to treat ptsd,how to treat ptsd,0,210,74,informational,87,Organic,https://herbly.com.au/blogs/news/exploring-ptsd-treatment-options-conventional-natural-and-alternative-therapies
Pain and Symptom Management,how to treat ptsd,ptsd treatment,0,1600,74,informational,97,Organic,https://herbly.com.au/blogs/news/exploring-ptsd-treatment-options-conventional-natural-and-alternative-therapies
Pain and Symptom Management,how to treat ptsd,post traumatic stress disorder therapy treatments,0,50,72,informational,85,Organic,https://herbly.com.au/blogs/news/exploring-ptsd-treatment-options-conventional-natural-and-alternative-therapies
Pain and Symptom Management,alternative medicine for anxiety,alternative medicine for anxiety,0,320,64,informational,58,Organic,https://herbly.com.au/pages/holistic-treatment-for-anxiety
Pain and Symptom Management,alternative medicine for anxiety,holistic treatment anxiety,0,260,60,informational,94,Organic,https://herbly.com.au/pages/holistic-treatment-for-anxiety
Pain and Symptom Management,herbs for adhd,herbs for adhd,0,50,27,informational,49,Organic,https://herbly.com.au/blogs/news/holistic-treatments-for-adhd-a-comprehensive-approach
Pain and Symptom Management,herbs for adhd,herbs for add,0,50,24,informational,64,Organic,https://herbly.com.au/blogs/news/holistic-treatments-for-adhd-a-comprehensive-approach
Pain and Symptom Management,herbs for adhd,herbal adhd,0,40,39,commercial,67,Organic,https://herbly.com.au/blogs/news/holistic-treatments-for-adhd-a-comprehensive-approach
Pain and Symptom Management,herbs for adhd,herbal remedies for add,0,320,49,informational,76,Organic,https://herbly.com.au/blogs/news/holistic-treatments-for-adhd-a-comprehensive-approach
Pain and Symptom Management,holistic treatment migraines,holistic treatment migraines,0,210,32,informational,18,Organic,https://herbly.com.au/pages/natural-remedies-for-migraines
Pain and Symptom Management,holistic healing for ms,holistic healing for ms,0,70,26,informational,63,Organic,https://herbly.com.au/pages/multiple-sclerosis
Pain and Symptom Management,alternative medicine for nerve pain sydney,alternative medicine for nerve pain sydney,0,50,0,informational,90,Organic,https://herbly.com.au/pages/neuropathy-treatments
Pain and Symptom Management,depression illness,depression illness,0,1900,96,informational,76,Organic,https://herbly.com.au/blogs/news/understanding-depression-and-mental-health
Pain and Symptom Management,depression illness,mental health and depression,0,110,84,informational,67,Organic,https://herbly.com.au/blogs/news/understanding-depression-and-mental-health
Pain and Symptom Management,depression illness,is depression a mental illness,0,320,100,informational,64,Organic,https://herbly.com.au/blogs/news/understanding-depression-and-mental-health
Pain and Symptom Management,depression illness,depression and mental illness,0,40,100,informational,37,Organic,https://herbly.com.au/blogs/news/understanding-depression-and-mental-health
Pain and Symptom Management,depression illness,depression and disorders,0,390,99,informational,64,Organic,https://herbly.com.au/blogs/news/understanding-depression-and-mental-health
Online Cannabis and Medical Supplies,buy weed online,buy weed online,3,140,38,transactional,10,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,buy cannabinoids online,1,140,49,transactional,13,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,weed dispensary near me,0,140,17,"informational, transactional",80,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,cannabis pharmacy,0,140,50,commercial,90,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,weed shop,0,260,30,commercial,90,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,cannabis clinic sydney,0,70,31,commercial,66,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,medical canabis dispensary near.me,0,260,31,transactional,83,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,weed stores closest to me,0,90,40,informational,69,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,herbal dispensary,0,70,17,commercial,91,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,buy weed online,medicinal cannabis clinic,0,70,39,commercial,90,Organic,https://herbly.com.au/pages/parramatta-dispensary
Online Cannabis and Medical Supplies,weed store online,weed store online,1,50,38,commercial,7,Organic,https://herbly.com.au/pages/grafton-dispensary
Online Cannabis and Medical Supplies,cannabis dispensary australia,cannabis dispensary australia,0,90,56,informational,92,Organic,https://herbly.com.au/pages/australias-trusted-dispensary-services
Online Cannabis and Medical Supplies,dispemsed,dispemsed,0,50,49,navigational,39,Organic,https://herbly.com.au/pages/bankstown-dispensary
Online Cannabis and Medical Supplies,medical cannabis online,medical cannabis online,0,320,49,commercial,58,Organic,https://herbly.com.au/pages/ballina-dispensary
Online Cannabis and Medical Supplies,medical marijuanas vape,medical marijuanas vape,0,50,13,informational,94,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,thc vape pen australia legal,0,50,11,informational,43,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,cart drug,0,140,42,informational,84,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,green leaf boutique reviews,0,50,28,commercial,3,People also ask,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,online medical marijuana australia,0,70,47,commercial,93,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,buy marijuana australia,0,50,55,transactional,90,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,medical cannabis vape,0,110,22,informational,16,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,cannabis pen,0,50,21,"commercial, informational",50,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,how to apply for medical weed,0,90,50,informational,75,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical marijuanas vape,how to get prescribed cannabinoids,0,170,54,informational,71,Organic,https://herbly.com.au/pages/patient-information-for-medicinal-cannabis-treatment
Online Cannabis and Medical Supplies,medical cannabis delivery,medical cannabis delivery,0,50,39,informational,57,Organic,https://herbly.com.au/pages/cairns-dispensary
Online Cannabis and Medical Supplies,medical cannabis delivery,wildleaf cairns,0,50,18,navigational,30,Organic,https://herbly.com.au/pages/cairns-dispensary
Online Cannabis and Medical Supplies,medical cannabis delivery,marijuana dispensary near me,0,140,31,"informational, transactional",77,Organic,https://herbly.com.au/pages/cairns-dispensary
Online Cannabis and Medical Supplies,medical cannabis delivery,wildleaf dispensary cairns,0,480,30,navigational,18,Organic,https://herbly.com.au/pages/cairns-dispensary
Online Cannabis and Medical Supplies,buying medical weed online,buying medical weed online,0,40,39,informational,78,Organic,https://herbly.com.au/pages/gympie-dispensary
Online Cannabis and Medical Supplies,cannabis medicine australia,cannabis medicine australia,0,50,59,informational,98,Organic,https://herbly.com.au/blogs/latest-medical-articles/alternative-medicine-in-australia
Online Cannabis and Medical Supplies,cannabis medicine australia,cannabidiol australia law,0,70,39,informational,66,Organic,https://herbly.com.au/blogs/latest-medical-articles/alternative-medicine-in-australia
Online Cannabis and Medical Supplies,cannabis medicine australia,prescription cannabis australia,0,50,57,informational,93,Organic,https://herbly.com.au/blogs/latest-medical-articles/alternative-medicine-in-australia
Online Cannabis and Medical Supplies,cannabis medicine australia,medicinal weed australia,0,110,62,informational,69,Organic,https://herbly.com.au/blogs/latest-medical-articles/alternative-medicine-in-australia
Online Cannabis and Medical Supplies,cannabis medicine australia,medical cannabis nt,0,50,21,"informational, transactional",28,Organic,https://herbly.com.au/blogs/latest-medical-articles/alternative-medicine-in-australia
Generic,how many days between prescription refills in australia,how many days between prescription refills in australia,0,210,21,informational,25,Organic,https://herbly.com.au/pages/interval-period
Generic,dispensaries,dispensaries,0,390,50,commercial,47,Organic,https://herbly.com.au/pages/maryborough-dispensary
